"decimalLatitude","decimalLongitude","individualCount","family","species","year","month","day","datasetName","gbifID","lifeStage"
33.052946,-117.280837,NA,"Hesperiidae",NA,2022,2,23,"iNaturalist research-grade observations","3712648250",NA
33.053114,-117.281242,NA,"Hesperiidae",NA,2019,8,5,"iNaturalist research-grade observations","2883172326",NA
33.052947,-117.280287,NA,"Hesperiidae",NA,2019,9,23,"iNaturalist research-grade observations","2542907322",NA
33.052922,-117.280281,NA,"Hesperiidae","Hylephila phyleus",2019,9,23,"iNaturalist research-grade observations","2542907327",NA
33.051971,-117.279653,NA,"Hesperiidae","Hylephila phyleus",2019,10,3,"iNaturalist research-grade observations","2429368282",NA
33.051962,-117.279621,NA,"Hesperiidae","Hylephila phyleus",2019,10,3,"iNaturalist research-grade observations","2529276102",NA
33.05259,-117.280285,NA,"Hesperiidae",NA,2019,10,3,"iNaturalist research-grade observations","2529330049",NA
33.052679,-117.281845,NA,"Hesperiidae",NA,2019,10,3,"iNaturalist research-grade observations","2529366085",NA
33.051126,-117.279665,2,"Hesperiidae","Paratrytone melane",2018,4,10,"eButterfly","3397663047",NA
33.053153,-117.28018,NA,"Hesperiidae","Erynnis funeralis",2017,5,3,"iNaturalist research-grade observations","1562897116","Adult"
33.05263,-117.279954,1,"Hesperiidae","Erynnis funeralis",2017,5,3,"eButterfly","3397483898",NA
33.052522,-117.280641,NA,"Hesperiidae","Hylephila phyleus",2017,7,30,"iNaturalist research-grade observations","1586112902",NA
33.054345,-117.279162,NA,"Lycaenidae","Leptotes marina",2021,8,1,"iNaturalist research-grade observations","3335361133",NA
33.055039,-117.279595,NA,"Lycaenidae","Leptotes marina",2021,9,2,"iNaturalist research-grade observations","3391300513",NA
33.052772,-117.280865,NA,"Lycaenidae","Leptotes marina",2021,9,5,"iNaturalist research-grade observations","3391572527",NA
33.051217,-117.279825,NA,"Lycaenidae","Leptotes marina",2021,11,22,"iNaturalist research-grade observations","3455997075",NA
33.053097,-117.281144,NA,"Lycaenidae","Strymon melinus",2019,8,5,"iNaturalist research-grade observations","2331925850",NA
33.052519,-117.280778,NA,"Lycaenidae","Leptotes marina",2019,8,5,"iNaturalist research-grade observations","2366033159",NA
33.055318,-117.279516,NA,"Lycaenidae","Leptotes marina",2019,10,12,"iNaturalist research-grade observations","2818509703",NA
33.055043,-117.27939,NA,"Lycaenidae","Leptotes marina",2018,10,4,"iNaturalist research-grade observations","1914364652",NA
33.054368,-117.279272,NA,"Lycaenidae","Leptotes marina",2018,10,4,"iNaturalist research-grade observations","1914364740",NA
33.052719,-117.280872,NA,"Lycaenidae","Leptotes marina",2018,10,4,"iNaturalist research-grade observations","1914364808",NA
33.053153,-117.28018,NA,"Lycaenidae","Strymon melinus",2017,5,3,"iNaturalist research-grade observations","1562896870","Adult"
33.053153,-117.28018,NA,"Lycaenidae","Strymon melinus",2017,5,3,"iNaturalist research-grade observations","1562897119","Adult"
33.05263,-117.279954,2,"Lycaenidae","Strymon melinus",2017,5,3,"eButterfly","3397589949",NA
33.05263,-117.279954,1,"Lycaenidae",NA,2017,5,3,"eButterfly","3397602866",NA
33.051283,-117.279573,NA,"Lycaenidae","Leptotes marina",2017,7,30,"iNaturalist research-grade observations","1586112909",NA
33.051998,-117.27919,NA,"Lycaenidae","Leptotes marina",2015,8,22,"iNaturalist research-grade observations","1227720022",NA
33.054914,-117.279275,NA,"Nymphalidae","Danaus plexippus",2022,1,2,"iNaturalist research-grade observations","3455915125",NA
33.052853,-117.280013,NA,"Nymphalidae","Danaus plexippus",2022,1,5,"iNaturalist research-grade observations","3456137040",NA
